"","target","bat_h","bat_2b","bat_hr","bat_bb","bat_so","bat_hbp","p_h","p_hr","p_bb","p_so","f_dp","bat_3b^0.39","bas_sb^0.24","bas_cs^0.23","f_e^-0.76","bat_1b","total_bases","saber"
"510",79,1461,224,72,562,746,43,1461,72,562,746,154,9.05669882767857,8.82426816561622,6.69086526413868,1.2923089243385,1155.94330117232,1919.11339765536,898.6106265986
"511",80,1494,250,135,478,762,77,1494,135,478,762,163,8.56798633634651,7.59151536073121,6.4181527805423,1.29454129915708,1100.43201366365,2166.13597267269,1029.25958812632
"512",60,1318,217,90,538,961,51,2073,142,536.5,1511,162,8.86511934426502,8.90957518668766,6.94260766390674,1.29688873319942,1002.13488065574,1822.73023868853,859.858980326511
"513",73,1436,239,102,460,869,69,1436,102,460,869,110,8.86511934426502,9.41344553231164,7.17674971378503,1.29020598959399,1086.13488065574,1998.73023868853,941.721181607547
"514",71,1436,272,140,470,868,47,1436,140,470,868,164,8.4661445445662,7.99965715418044,5.79008038380534,1.28657737877476,1015.53385545543,2144.93228908913,1013.82554198387
"515",97,1424,241,137,571,973,48,1433,138,575,979,138,8.96152998078935,9.95474359663845,7.02246917279332,1.28817894538894,1037.03847001921,2093.92305996158,997.865938453956
"516",77,1406,240,151,565,943,51,1415,152,569,949,151,6.85067066270533,10.5371978907228,6.27258366478024,1.29076243923413,1008.14932933729,2112.70134132541,1010.92711557373
"517",71,1427,261,157,514,978,47,1445,159,520,990,149,6.71789429886359,9.46322484045369,6.90195273040041,1.28902363858071,1002.28210570114,2172.43578859773,1034.87890170206
"518",76,1484,246,210,507,1071,58,1493,211,510,1078,155,7.47462018216802,8.82426816561622,6.22253283853235,1.29001554218328,1020.52537981783,2374.94924036434,1146.02975076627
"519",77,1481,262,113,403,910,89,1481,113,403,910,128,8.86511934426502,9.10216929064826,6.11996713095119,1.28881691737483,1097.13488065574,2099.73023868853,987.118232535564
"520",93,1438,235,124,472,921,54,1438,124,472,921,130,8.76742318008936,9.51244615745397,6.64697460985315,1.28751282136904,1070.23257681991,2062.53484636018,979.736350015104
"521",77,1474,240,136,406,869,55,1474,136,406,869,136,7.82163714729927,9.86517782467099,6.32185251311788,1.28817894538894,1090.1783628527,2137.6432742946,1017.32461720013
"522",78,1412,235,161,448,890,46,1430,163,454,901,122,6.58208692528715,9.23460243771531,6.98277541121483,1.28633453289017,1009.41791307471,2143.16417385057,1027.3652938898
"523",84,1521,259,161,446,923,62,1521,161,446,923,162,7.35469423572852,8.52657805251546,5.95946694059038,1.28657737877476,1093.64530576427,2277.70938847146,1087.01115140893
"524",70,1455,271,156,522,1075,42,1518,224,748,1541,158,7.93337441846182,8.49558989031001,7.39588389906621,1.28681654518169,1020.06662558154,2209.86674883692,1049.97184435862
"525",82,1479,300,178,495,1072,43,1664,200,557,1206,129,8.668395196373,9.0480276857247,5.90404728706699,1.28962688347427,992.331604803627,2330.33679039275,1103.50653720684
"526",76,1388,267,175,523,1090,63,1388,175,523,1090,147,5.52764049890682,8.76641568766216,6.32185251311788,1.28368238862429,940.472359501093,2191.05528099781,1045.21161931629
"527",68,1444,269,127,451,1003,73,1444,127,451,1003,117,8.15145038144351,8.99318854413911,6.77692382520265,1.28657737877476,1039.84854961856,2110.30290076289,994.961613305182
"528",89,1485,248,211,597,1215,56,1476,210,593,1208,106,7.59235194689354,7.2644252133865,6.01390097018055,1.28249206525661,1018.40764805311,2381.18470389379,1149.80149218615
"529",67,1411,255,189,571,1170,82,1411,189,571,1170,135,7.70799248689177,7.04421901542249,6.01390097018055,1.29147146500136,959.292007513108,2248.41598497378,1078.33142593491
"530",65,1426,272,183,632,1120,54,1426,183,632,1120,139,6.15447619721736,8.30452383592162,5.6105896627489,1.28249206525661,964.845523802783,2259.30895239443,1080.00621801905
"531",88,1409,268,194,577,1077,66,1409,194,577,1077,113,7.35469423572852,7.34893098064556,5.54826445502029,1.28506186626062,939.645305764271,2273.70938847146,1087.66424812563
"532",67,1351,259,200,585,1269,44,1351,200,585,1269,144,6.98058841011198,7.17793229520226,4.39828742195252,1.28633453289017,885.019411589888,2223.96117682022,1065.53218340323
"533",88,1431,302,172,492,1158,50,1431,172,492,1158,157,6.30059943216861,7.59151536073121,5.21491068822586,1.2842478841083,950.699400567831,2261.60119886434,1069.03064564665
"534",89,1508,308,235,489,1080,38,1508,235,489,1080,126,6.98058841011198,7.30691985294074,4.99443208292869,1.27757141696785,958.019411589888,2534.96117682022,1208.54313998069
"535",79,1506,323,194,419,920,50,1506,194,419,920,136,6.15447619721736,7.2644252133865,5.73144033818381,1.28279739944361,982.845523802783,2423.30895239443,1145.13575539625
"536",66,1496,271,166,395,928,43,1496,166,395,928,122,8.86511934426502,9.12898489045195,6.27258366478024,1.2842478841083,1050.13488065574,2282.73023868853,1085.26262302454
"537",92,1382,239,55,547,679,51,1454,58,575,714,119,9.51529089639493,10.4781550896658,8.69083940502565,1.30356678093164,1078.48470910361,1805.03058179279,834.423077413618
"538",92,1407,197,53,473,629,43,1500,56,504,670,109,11.7604310500492,10.3169898030969,8.74028261582852,1.30234945564999,1145.23956894995,1786.5208621001,830.603656266385
"539",89,1550,236,37,582,485,51,1833,44,688,574,109,13.6157066662808,12.757070200494,10.3252680215769,1.31248163468309,1263.38429333372,1924.23141333256,882.158234573106
"540",89,1509,206,17,497,461,56,1824,21,601,557,151,10.115010633361,12.6806609013522,9.79221490019956,1.30604231109032,1275.88498936664,1786.23002126672,811.492188413221
"541",71,1362,208,17,384,635,51,1611,20,454,751,101,9.94821985898307,11.0907690873229,8.61546871478152,1.30746966657751,1127.05178014102,1640.89643971797,741.708316914078
"542",98,1293,213,12,468,719,51,1378,13,499,877,68,10.0320458456569,10.9849967765599,8.81328774221716,1.30160161185529,1057.96795415434,1562.06409169131,703.625747866767
"543",100,1216,163,8,486,552,42,1305,9,521,648,86,9.77788709196816,11.3787108410006,8.07075537488293,1.30350981572632,1035.22211290803,1422.55577418394,644.768568774766
"544",93,1293,160,5,452,551,51,1387,5,485,563,108,7.70799248689177,10.6339981775809,6.86079682587108,1.30279502947177,1120.29200751311,1483.41598497378,670.924788678388
"545",94,1201,155,3,493,700,42,1280,3,525,872,87,8.668395196373,11.2621604374223,9.20321125360271,1.30273272909934,1034.33160480363,1382.33679039275,624.780862380672
"546",83,1183,155,4,470,547,51,1261,4,501,717,108,10.115010633361,11.2957392291349,10.3252680215769,1.30362336567603,1013.88498936664,1370.23002126672,618.940836617381
"547",83,1503,192,21,413,498,56,1612,23,443,533,105,12.854396402071,11.142813365499,10.3085243091116,1.304221784762,1277.14560359793,1783.70879280414,811.923851075612
"548",83,1214,167,26,424,586,43,1294,28,452,625,111,10.9019059535242,10.1923591100722,8.09995835153016,1.3041161450786,1010.09809404648,1480.80381190705,679.379958297157
"549",74,1268,169,20,429,641,56,1334,21,451,674,95,11.2697446305722,10.3982640802273,9.57859870738463,1.3056148405663,1067.73025536943,1519.53948926114,693.751914203006
"550",98,1335,171,26,613,605,51,1404,27,645,636,100,13.3296123790877,11.6197156100299,10.1894733603566,1.30181168534803,1124.67038762091,1610.65922475818,742.285171342809
"551",94,1343,204,18,470,622,56,1413,19,494,654,141,13.2128954525421,10.9849967765599,8.07075537488293,1.30047487176271,1107.78710454746,1627.42579090508,737.544603136051
"552",105,1348,160,19,549,504,51,1418,20,578,530,123,11.9629058734998,11.3787108410006,10.3085243091116,1.29998481154971,1157.0370941265,1588.925811747,728.973715577704
"553",74,1381,178,10,490,468,42,1804,13,640,611,128,11.05090337574,9.88773569975534,8.74028261582852,1.30063295278718,1181.94909662426,1611.10180675148,730.273681890441
"554",101,1656,277,39,495,371,43,1742,41,521,390,149,13.0948160728848,9.0480276857247,8.18620943419066,1.29946953467403,1326.90518392712,2076.18963214577,945.280658131814
"555",65,1587,255,37,468,499,51,1669,39,492,525,163,12.0294280582211,8.58785895098205,8.09995835153016,1.29990073708852,1282.97057194178,1977.05885611644,901.670619254097
"556",81,1539,256,47,507,487,43,1619,49,533,512,139,10.5176879208158,8.88133161950301,7.79688769584788,1.29481122028957,1225.48231207918,1957.03537584163,898.174779381094
"557",73,1539,267,44,560,482,56,1619,46,589,507,145,10.115010633361,10.8768830619706,8.81328774221716,1.29815690740986,1217.88498936664,1958.23002126672,896.592438559961
"558",70,1601,269,43,640,443,42,1695,46,678,469,144,10.1971372053228,9.75066493707712,7.89048433349191,1.30247905144562,1278.80286279468,2019.39427441065,926.04931179029
"559",83,1559,315,40,696,426,51,1640,42,732,448,170,10.2784475664485,9.51244615745397,7.95156752172725,1.29981595337557,1193.72155243355,2014.5568951329,914.872246111815
"560",86,1597,332,34,589,403,51,1691,36,624,427,129,10.4387031201668,9.31215260311179,7.60205081031283,1.29595653361097,1220.56129687983,2051.87740624033,924.475378757239
"561",74,1517,302,38,522,412,51,1606,40,553,436,139,10.5176879208158,8.3692209209838,7.50047784951941,1.29825625476629,1166.48231207918,1954.03537584163,884.500812145722
"562",76,1478,243,25,493,513,42,1555,26,519,540,157,11.6919383676756,9.75066493707712,7.73311320538632,1.2985488942557,1198.30806163232,1819.38387673535,824.974194578137
"563",63,1499,256,39,453,465,56,1598,42,483,496,163,11.5533911761455,8.99318854413911,7.13883046348521,1.2993810596562,1192.44660882385,1895.10678235229,864.040655604313
"564",65,1574,269,66,409,504,43,1656,69,430,530,143,12.6079829981772,7.78241369622632,5.90404728706699,1.30254315234809,1226.39201700182,2066.21596599635,952.382638917775
"565",59,1507,252,29,511,471,51,1596,31,541,499,139,11.1244573836429,8.52657805251546,5.84760004459553,1.30345246602949,1214.87554261636,1868.24891476729,848.781568006385
"566",53,1530,294,39,492,414,51,1641,42,528,444,182,10.115010633361,8.3692209209838,6.86079682587108,1.30482828325233,1186.88498936664,1961.23002126672,889.387032994661
"567",72,1564,249,46,581,449,56,1689,50,627,485,154,9.86350865057982,6.3434143978962,6.32185251311788,1.29920179349724,1259.13649134942,1970.72701730116,907.157861181714
"568",56,1487,253,76,602,558,42,1585,81,642,595,134,8.56798633634651,5.86693457017965,5.06986743358442,1.30086535785987,1149.43201366365,1985.13597267269,926.350538038228
"569",79,1556,279,79,618,432,42,1658,84,659,460,142,8.76742318008936,6.50594512820119,5.14332179167555,1.2939831598663,1189.23257681991,2089.53484636018,971.787680237472
"570",87,1713,303,64,734,447,43,1838,69,787,480,187,10.115010633361,7.51238485307416,5.21491068822586,1.29711038577767,1335.88498936664,2228.23002126672,1028.70839775885
"571",90,1555,295,70,578,470,51,1636,74,608,494,182,11.6229285572275,7.63046800657968,5.54826445502029,1.29743487577495,1178.37707144277,2083.24585711446,960.190744624604
"572",71,1575,262,73,563,535,51,1724,80,616,586,170,10.115010633361,7.08934012352622,5.95946694059038,1.30023287128897,1229.88498936664,2076.23002126672,965.268407543081
"573",89,1526,231,67,609,528,42,1605,70,641,555,147,10.0320458456569,9.075184390786,6.94260766390674,1.29666266446018,1217.96795415434,1978.06409169131,923.625091815356
"574",86,1577,250,77,522,599,51,1659,81,549,630,131,10.5959358208692,6.80968502753102,6.90195273040041,1.2986446823527,1239.40406417913,2079.19187164174,969.688487391067
"575",81,1447,258,49,536,501,51,1522,52,564,527,153,9.15066725994239,8.40118439118763,6.60248578742018,1.29805663776097,1130.84933274006,1870.30133451988,858.983334053087
"576",72,1330,234,27,544,467,51,1456,30,595,511,158,8.15145038144351,9.23460243771531,7.43109698637498,1.29805663776097,1060.84854961856,1661.30290076289,756.123984447908
"577",86,1364,203,35,590,611,56,1435,37,621,643,176,9.05669882767857,10.5175987190907,7.92115399414126,1.29654793061219,1116.94330117232,1690.11339765536,779.432328872617
"578",75,1375,221,24,462,471,43,1446,25,486,495,162,9.94821985898307,7.43155257914948,6.27258366478024,1.2984522353271,1120.05178014102,1687.89643971797,766.882696835544
"579",77,1446,222,24,511,508,42,1572,26,556,552,151,10.115010633361,8.03471557574573,6.7341759013112,1.29873961186946,1189.88498936664,1760.23002126672,801.287451344986
"580",78,1435,217,39,527,631,42,1510,41,554,664,179,8.86511934426502,7.92858368209117,7.06170159795712,1.2973277561087,1170.13488065574,1786.73023868853,822.755562495702
"581",74,1420,222,56,518,554,56,1494,59,545,583,189,8.56798633634651,8.40118439118763,6.77692382520265,1.29507531786407,1133.43201366365,1827.13597267269,848.414010707727
"582",54,1389,183,59,634,563,56,1480,63,676,600,188,8.4661445445662,6.50594512820119,6.32185251311788,1.29520524404479,1138.53385545543,1765.93228908913,830.68667763661
"583",63,1439,181,98,580,595,51,1514,103,610,626,190,9.15066725994239,4.4199701984042,4.58258347960868,1.29198015519987,1150.84933274006,1932.30133451988,923.783411915263
"584",85,1528,241,90,627,551,51,1607,95,660,580,185,10.6734647064768,8.64823898813891,7.32437126958854,1.29454129915708,1186.32653529352,2060.34692941295,969.267498812817
"585",85,1406,209,84,569,548,56,1479,88,599,576,166,8.25793736328901,7.22143392830582,5.79008038380534,1.28962688347427,1104.74206263671,1883.51587472658,889.726712241611
"586",94,1415,238,78,632,558,51,1489,82,665,587,151,9.77788709196816,7.74498924114431,6.69086526413868,1.29001554218328,1089.22211290803,1906.55577418394,892.820861959727
"587",99,1454,214,99,635,564,56,1530,104,668,593,157,9.15066725994239,8.6181596523671,6.81912554536376,1.28633453289017,1131.84933274006,1983.30133451988,942.17382534395
"588",96,1474,215,122,596,626,43,1551,128,627,659,155,8.04328659940716,7.59151536073121,6.1716709366244,1.28705211886521,1128.95671340059,2071.08657319881,990.834119726343
"589",89,1485,229,135,651,694,43,1562,142,685,730,168,8.76742318008936,7.63046800657968,5.48458887342707,1.28942856088394,1112.23257681991,2136.53484636018,1022.95305201125
"590",95,1440,219,112,666,784,51,1515,118,701,825,178,8.56798633634651,8.96550079628325,6.5116364481651,1.28608791789338,1100.43201366365,2012.13597267269,959.539838808287
"591",86,1418,201,106,545,704,51,1492,112,573,741,168,8.668395196373,8.70774835593455,5.48458887342707,1.28751282136904,1102.33160480363,1954.33679039275,932.01284429716
"592",99,1394,231,102,610,667,51,1466,107,642,702,148,9.05669882767857,9.075184390786,6.60248578742018,1.29112149541025,1051.94330117232,1949.11339765536,922.1690528287
"593",92,1475,255,118,596,682,56,1552,124,627,717,184,8.25793736328901,9.31215260311179,6.32185251311788,1.28657737877476,1093.74206263671,2100.51587472658,994.087972877421
"594",86,1475,216,138,550,612,42,1475,138,550,612,138,8.86511934426502,8.52657805251546,5.79008038380534,1.28942856088394,1112.13488065574,2122.73023868853,1018.51151615935
"595",85,1415,250,92,620,674,42,1415,92,620,674,153,9.77788709196816,7.70719590211276,5.79008038380534,1.28532451606946,1063.22211290803,1960.55577418394,920.170006216154
"596",94,1379,208,114,571,896,48,1379,114,571,896,163,8.25793736328901,7.22143392830582,4.99443208292869,1.28982252509077,1048.74206263671,1945.51587472658,928.96432954025
"597",98,1356,184,106,562,902,59,1356,106,562,902,164,8.25793736328901,7.66902511676718,5.73144033818381,1.28817894538894,1057.74206263671,1874.51587472658,898.015648251157
"598",95,1354,200,125,533,916,56,1354,125,533,916,156,8.04328659940716,6.55845017062523,5.35290437900384,1.28902363858071,1020.95671340059,1945.08657319881,932.931697553192
"599",83,1235,193,87,476,872,72,1235,87,476,872,149,8.25793736328901,9.91018177093124,7.46595899156733,1.29467700020091,946.742062636711,1705.51587472658,807.279246142888
"600",89,1209,181,89,480,849,54,1209,89,480,849,149,7.59235194689354,9.2084400983107,7.60205081031283,1.29112149541025,931.407648053106,1672.18470389379,795.000920135732
"601",67,1233,169,71,397,840,52,1233,71,397,840,152,7.47462018216802,8.20547893003567,6.32185251311788,1.29339914479984,985.525379817832,1629.94924036434,769.902891898667
"602",68,1346,210,112,552,844,64,1346,112,552,844,163,6.71789429886359,6.76086056752783,4.4920518502359,1.28817894538894,1017.28210570114,1905.43578859773,908.914337106847
"603",56,1394,192,123,477,872,60,1394,123,477,872,187,5.69136086939904,6.71134841363698,5.35290437900384,1.29533378669325,1073.3086391306,1966.3827217388,945.042896352989
"604",79,1346,185,138,562,870,89,1346,138,562,870,128,7.10780457688447,7.96428209857372,6.98277541121483,1.29467700020091,1015.89219542312,1959.21560915377,947.565897851725
"605",92,1271,179,114,538,1042,47,1337,120,566,1096,143,6.98058841011198,8.67810068090429,6.5573797411403,1.29198015519987,971.019411589888,1805.96117682022,868.379029684548
"606",77,1400,228,111,537,952,48,1400,111,537,952,165,8.04328659940716,7.96428209857372,7.28805434359766,1.2923089243385,1052.95671340059,1977.08657319881,938.110581687823
"607",81,1511,228,137,525,869,40,1530,139,532,880,190,6.15447619721736,7.2644252133865,6.5116364481651,1.29309683708796,1139.84552380278,2162.30895239443,1035.50832982399
"608",75,1409,210,95,615,805,43,1418,96,619,810,156,8.04328659940716,8.58785895098205,6.5116364481651,1.29181270380734,1095.95671340059,1920.08657319881,911.609683734863
"609",64,1419,210,73,474,744,51,1428,73,477,749,156,8.86511934426502,9.12898489045195,6.46523485045123,1.29001554218328,1127.13488065574,1865.73023868853,874.945689766965
"610",90,1568,254,192,559,666,49,1568,192,559,666,125,9.42575189810239,6.11375654235863,6.01390097018055,1.29454129915708,1112.5742481019,2416.8515037962,1162.76329646318
"611",71,1432,222,107,412,629,51,1441,108,415,633,131,8.36281450726582,7.99965715418044,7.10048481571848,1.29147146500136,1094.63718549273,1991.72562901453,943.204316695513
"612",74,1524,294,129,460,676,51,1543,131,466,684,144,7.47462018216802,8.46436442415961,6.90195273040041,1.29654793061219,1093.52537981783,2219.94924036434,1043.13100379172
"613",71,1426,258,92,404,678,56,1444,93,409,686,164,8.04328659940716,7.43155257914948,6.5573797411403,1.29631497382833,1067.95671340059,1976.08657319881,922.780712533444
"614",83,1501,206,116,492,792,56,1518,177,752,1210,173,8.36281450726582,9.38834199169442,7.06170159795712,1.29039392061503,1170.63718549273,2071.72562901453,989.597219370832
"615",87,1523,266,136,533,866,56,1523,136,533,866,173,9.42575189810239,9.51244615745397,6.69086526413868,1.29383965427457,1111.5742481019,2215.8515037962,1050.12397920001
"616",99,1439,270,157,527,888,42,1439,157,527,888,158,8.4661445445662,10.1712578486596,6.32185251311788,1.28773811031432,1003.53385545543,2196.93228908913,1043.70542022034
"617",74,1360,225,172,523,883,53,1360,172,523,883,160,8.04328659940716,8.79544213839731,6.27258366478024,1.28817894538894,954.956713400593,2117.08657319881,1018.82457990795
"618",85,1386,247,146,471,843,73,1386,146,471,843,152,7.93337441846182,8.76641568766216,6.60248578742018,1.28558300688413,985.066625581538,2086.86674883692,993.280502556771
"619",72,1335,197,121,487,940,78,1335,121,487,940,142,7.59235194689354,8.96550079628325,6.5116364481651,1.28705211886521,1009.40764805311,1910.18470389379,915.177576932091
"620",77,1427,283,173,487,971,43,1427,173,487,971,174,7.82163714729927,9.56112380760385,6.4181527805423,1.28657737877476,963.178362852701,2244.6432742946,1065.34810263035
"621",71,1335,225,133,449,914,61,1343,134,452,920,178,7.70799248689177,8.49558989031001,6.11996713095119,1.2939831598663,969.292007513108,1974.41598497378,941.22008521469
"622",69,1502,264,95,467,878,43,1511,96,470,883,177,7.82163714729927,8.46436442415961,6.4181527805423,1.29354767691949,1135.1783628527,2066.6432742946,967.108682664182
"623",94,1393,251,106,478,903,75,1393,106,478,903,169,8.668395196373,9.60927154628049,7.85955353214687,1.28860727207457,1027.33160480363,1979.33679039275,930.908455382467
"624",87,1464,226,139,610,896,55,1464,139,610,896,151,8.15145038144351,9.46322484045369,7.32437126958854,1.28681654518169,1090.84854961856,2123.30290076289,1017.77232988492
"625",86,1434,269,110,622,784,43,1434,110,622,784,134,7.82163714729927,10.064278426833,6.64697460985315,1.28962688347427,1047.1783628527,2048.6432742946,963.976641037135
"626",94,1454,228,162,604,834,56,1454,162,604,834,153,8.668395196373,8.70774835593455,6.64697460985315,1.28583744114737,1055.33160480363,2185.33679039275,1051.697153168
"627",96,1624,251,173,713,814,42,1518,248,536.5,1167,130,9.77788709196816,8.82426816561622,5.73144033818381,1.28608791789338,1190.22211290803,2413.55577418394,1161.39514924584
"628",77,1594,284,164,648,863,42,1793,185,729,971,147,8.4661445445662,9.2084400983107,6.01390097018055,1.28817894538894,1137.53385545543,2386.93228908913,1137.24031590246
"629",85,1586,284,195,701,927,69,1586,195,701,927,145,7.47462018216802,8.67810068090429,5.84760004459553,1.28506186626062,1099.52537981783,2469.94924036434,1184.07988609216
"630",80,1516,291,198,551,916,42,1516,198,551,916,161,8.04328659940716,9.28645652497548,6.11996713095119,1.29164315426122,1018.95671340059,2417.08657319881,1152.9036624535
"631",75,1573,300,163,502,815,56,1583,164,505,820,149,7.93337441846182,8.85289695653001,6.32185251311788,1.29112149541025,1102.06662558154,2377.86674883692,1126.12699830391
"632",95,1615,325,216,591,960,53,1615,216,591,960,190,7.47462018216802,9.075184390786,5.90404728706699,1.29039392061503,1066.52537981783,2602.94924036434,1238.74836041309
"633",83,1463,300,214,520,998,52,1463,214,520,998,149,6.98058841011198,9.18211792785433,6.7341759013112,1.28728418381546,942.019411589888,2418.96117682022,1151.75099004694
"634",81,1475,289,217,555,952,49,1475,217,555,952,157,6.98058841011198,7.66902511676718,5.21491068822586,1.28154299942163,962.019411589888,2428.96117682022,1161.0316643524
"635",86,1445,303,220,519,916,58,1445,220,519,916,154,5.52764049890682,7.74498924114431,5.06986743358442,1.28019435954868,916.472359501093,2419.05528099781,1151.72064635365
"636",90,1586,291,236,502,1056,58,1586,236,502,1056,145,5.69136086939904,8.30452383592162,6.22253283853235,1.27911412340665,1053.3086391306,2596.3827217388,1246.94804836514
"637",111,1610,192,10,207,413,62,1518,20,419,836,83,12.6079829981772,13.8241772872716,9.79221490019956,1.3133673228909,1395.39201700182,1857.21596599635,834.014597769914
"638",101,1589,202,56,230,431,62,1518,93,380,712,104,14.1653777720727,11.2283534295288,9.63795405164364,1.31265991373486,1316.83462222793,1987.33075554415,919.009957598147
"639",101,1541,162,54,229,600,42,1518,80,340,892,78,15.2362110647679,15.1587859854991,8.04131918839688,1.31288298377939,1309.76378893523,1895.47242212954,881.454159117447
"640",91,1513,156,38,221,608,46,1518,55,320,879,127,13.5591199480187,12.6161555550781,10.3252680215769,1.31276626320401,1305.44088005198,1810.11823989604,834.388420816636
"641",76,1438,170,53,439,743,56,1688,62,515,872,113,13.6157066662808,11.1600401229877,9.20321125360271,1.31368704682705,1201.38429333372,1794.23141333256,837.628912592072
"642",97,1542,215,44,458,439,43,1850,53,550,527,78,14.1653777720727,15.7197592278163,10.3085243091116,1.31246763112148,1268.83462222793,1917.33075554415,883.135119586276
"643",97,1404,160,39,417,671,51,1697,47,504,811,52,12.854396402071,15.2005541667559,10.3252680215769,1.31202686737932,1192.14560359793,1706.70879280414,791.243326840197
"644",89,1523,230,61,527,596,42,1775,71,614,695,83,13.6157066662808,14.9542990343727,10.3085243091116,1.31140412806247,1218.38429333372,1963.23141333256,911.316418162952
"645",95,1478,184,33,531,463,42,1814,41,652,568,83,15.429086173585,13.4346522189864,10.3085243091116,1.31055307905714,1245.57091382642,1791.85817234717,825.434985164185
"646",66,1369,175,47,490,519,56,1619,56,579,614,121,13.2714216283054,12.2676680550182,10.1894733603566,1.31087157499264,1133.72857837169,1711.54284325661,796.490808686679
"647",89,1391,167,48,543,512,51,1502,52,586,553,104,11.6919383676756,12.3090578667051,10.3085243091116,1.3098083488813,1164.30806163232,1725.38387673535,806.467284869047
"648",82,1512,204,37,673,324,42,1914,47,536.5,410,122,11.7604310500492,12.4313304073181,10.3252680215769,1.3091135343282,1259.23956894995,1850.5208621001,855.776561176909
"649",69,1712,279,76,633,314,56,1518,95,789,391,101,11.828416715834,11.9684678867661,9.79221490019956,1.3115756986427,1345.17158328417,2242.65683343167,1042.46615827095
"650",82,1738,293,45,516,310,43,1518,56,643,386,71,14.6370598844794,13.6865410624072,10.1894733603566,1.31059393102949,1385.36294011552,2195.27411976896,1000.82004904136
"651",93,1609,269,27,466,268,56,1975,33,572,329,115,11.9629058734998,11.5086757752257,10.3085243091116,1.30690335386412,1301.0370941265,1982.925811747,897.046434828197
"652",98,1543,221,20,485,320,42,1645,21,517,341,126,13.3874727353753,10.3982640802273,9.41600826766359,1.30729763659173,1288.61252726462,1850.77494547075,839.570907266521
"653",90,1554,210,14,524,319,56,1678,15,566,345,95,13.6719864021034,11.6353821452581,10.3252680215769,1.30796090158955,1316.3280135979,1833.34397280421,830.489373662411
"654",72,1556,207,38,388,476,56,1813,44,452,555,140,12.731963604408,11.0907690873229,9.63795405164364,1.30887201248909,1298.26803639559,1902.46392720882,873.428632216657
"655",86,1630,266,33,470,399,56,1900,38,548,511,98,13.3296123790877,10.2342752853761,8.12893231762797,1.30789745967357,1317.67038762091,2021.65922475818,918.20897622642
"656",93,1410,200,22,422,608,51,1493,23,447,602,86,12.731963604408,10.6721742333667,7.60205081031283,1.3062874681476,1175.26803639559,1701.46392720882,773.648300627557
"657",84,1483,169,29,460,513,51,1570,31,487,661,129,13.3296123790877,10.7100479949031,9.20321125360271,1.30664039608539,1271.67038762091,1765.65922475818,812.410588502073
"658",69,1285,150,17,424,679,51,1379,18,455,815,104,11.3415038921322,10.5175987190907,7.32437126958854,1.30448005689977,1106.65849610787,1508.68300778426,689.579460198225
"659",70,1298,133,16,394,512,56,1374,17,417,652,125,12.6079829981772,10.2133645874908,8.48646914141573,1.30221796566424,1136.39201700182,1504.21596599635,688.105163327125
"660",77,1166,136,15,391,745,51,1227,16,411,879,76,11.6919383676756,10.9671436496864,8.07075537488293,1.30390071959574,1003.30806163232,1370.38387673535,625.897512445246
"661",79,1395,158,24,556,542,42,1467,25,585,570,108,11.828416715834,12.757070200494,8.04131918839688,1.30574565569545,1201.17158328417,1648.65683343167,759.834146522486
"662",79,1387,194,22,507,521,42,1469,23,537,552,108,12.5453958858441,11.8946326669017,8.04131918839688,1.30356678093164,1158.45460411416,1672.09079177169,762.922995541728
"663",68,1418,180,29,485,613,42,1501,31,514,649,110,13.0352521634877,11.5246883423968,9.79221490019956,1.30379087659508,1195.96474783651,1711.07050432698,786.243317892559
"664",63,1239,149,17,464,660,51,1303,18,488,694,119,10.6734647064768,11.4764975866547,8.76477005242564,1.30671652582131,1062.32653529352,1460.34692941295,668.604194819361
"665",75,1392,204,16,379,539,56,1464,17,399,567,156,12.1610722662106,10.150059781981,9.35333278084877,1.30194912645096,1159.83892773379,1668.32214453242,753.630945694439
"666",64,1415,198,15,383,607,56,1498,16,406,643,133,12.4824017999904,10.1923591100722,9.57859870738463,1.30228395013759,1189.51759820001,1682.96480359998,760.663920646542
"667",82,1457,206,27,328,502,51,1533,28,345,528,126,13.2128954525421,10.0858742772721,9.06992097327894,1.30345246602949,1210.78710454746,1770.42579090508,805.10978143739
"668",86,1500,209,19,385,383,43,1898,24,487,485,161,13.2714216283054,10.1073690613529,9.20321125360271,1.30241448763579,1258.72857837169,1792.54284325661,811.679968927637
"669",111,1393,156,23,469,426,51,1612,27,543,493,113,12.6701700090708,10.1712578486596,9.41600826766359,1.29666266446018,1201.32982999093,1643.34034001814,754.861648152243
"670",87,1516,179,19,404,389,51,1605,20,428,412,132,11.6229285572275,10.2133645874908,9.06992097327894,1.30015086962614,1306.37707144277,1775.24585711446,808.730476878787
"671",74,1505,234,21,397,326,56,1594,22,420,345,147,12.915048105733,9.2084400983107,8.86121015340577,1.29946953467403,1237.08495189427,1827.83009621147,825.7457979082
"672",90,1642,238,47,459,401,51,1727,49,483,422,155,13.1540286959358,9.53685206820628,9.22500188376982,1.30047487176271,1343.84597130406,2047.30805739187,941.616357090356
"673",96,1584,249,47,462,386,43,1666,49,486,406,151,12.915048105733,8.55733306044444,8.43362324446685,1.30015086962614,1275.08495189427,1999.83009621147,917.687991406558
