"","target","bat_h","bat_2b","bat_3b","bat_hr","bat_bb","bat_so","bas_sb","bas_cs","bat_hbp","p_h","p_hr","p_bb","p_so","f_e","f_dp","bat_1b","total_bases","saber"
"585",85,1406,209,40,84,569,548,64,40,0,1479,88,599,576,129,166,1073,1947,905.808234447892
"586",94,1415,238,56,78,632,558,77,58,0,1489,82,665,587,131,151,1043,1999,915.666473667092
"587",99,1454,214,49,99,635,564,103,61,0,1530,104,668,593,114,157,1092,2063,961.62002312801
"588",96,1474,215,38,122,596,626,73,47,0,1551,128,627,659,117,155,1099,2131,1004.91981330725
"589",89,1485,229,45,135,651,694,74,35,0,1562,142,685,730,128,168,1076,2209,1039.22432087782
"590",95,1440,219,43,112,666,784,115,54,0,1515,118,701,825,113,178,1066,2081,975.731074501434
"591",86,1418,201,44,106,545,704,106,35,0,1492,112,573,741,119,168,1067,2025,949.092509622659
"592",99,1394,231,48,102,610,667,119,56,0,1466,107,642,702,137,148,1013,2027,940.416362081033
"593",92,1475,255,40,118,596,682,128,50,0,1552,124,627,717,115,184,1062,2164,1008.67041353816
"594",86,1475,216,46,138,550,612,100,40,0,1475,138,550,612,128,138,1075,2197,1035.25462568075
"595",85,1415,250,56,92,620,674,76,40,0,1415,92,620,674,110,153,1017,2053,942.029165246403
"596",94,1379,208,40,114,571,896,64,28,0,1379,114,571,896,130,163,1017,2009,943.733446827488
"597",98,1356,184,40,106,562,902,75,39,0,1356,106,562,902,122,164,1026,1938,913.273621899206
"598",95,1354,200,38,125,533,916,50,33,0,1354,125,533,916,126,156,991,2005,946.501709335674
"599",83,1235,193,40,87,476,872,153,78,0,1235,87,476,872,160,149,915,1769,822.558963987918
"600",89,1209,181,34,89,480,849,124,82,0,1209,89,480,849,137,149,905,1725,807.725453418449
"601",67,1233,169,33,71,397,840,90,50,0,1233,71,397,840,151,152,960,1681,783.240013071331
"602",68,1346,210,27,112,552,844,54,22,0,1346,112,552,844,122,163,997,1946,918.387676324819
"603",56,1394,192,20,123,477,872,53,33,0,1394,123,477,872,165,187,1059,1995,951.840649071977
"604",79,1346,185,30,138,562,870,83,65,0,1346,138,562,870,160,128,993,2005,957.753250344496
"605",92,1271,179,29,114,538,1042,105,55,0,1337,120,566,1096,142,143,949,1850,878.564221725086
"606",77,1400,228,38,111,537,952,83,73,0,1400,111,537,952,144,165,1023,2037,952.087484066716
"607",81,1511,228,23,137,525,869,65,54,0,1530,139,532,880,149,190,1123,2196,1043.31282361497
"608",75,1409,210,38,95,615,805,102,54,0,1418,96,619,810,141,156,1066,1980,926.356498457023
"609",64,1419,210,46,73,474,744,121,53,0,1428,73,477,749,131,156,1090,1940,894.3693770702
"610",90,1568,254,52,192,559,666,42,44,0,1568,192,559,666,159,125,1070,2502,1179.8975144977
"611",71,1432,222,41,107,412,629,84,68,0,1441,108,415,633,139,131,1062,2057,958.914252641274
"612",74,1524,294,33,129,460,676,98,63,0,1543,131,466,684,175,144,1068,2271,1054.58609921623
"613",71,1426,258,38,92,404,678,69,55,0,1444,93,409,686,173,164,1038,2036,937.322745569267
"614",83,1501,206,41,116,492,792,131,67,0,1518,177,752,1210,133,173,1138,2137,1005.47073780851
"615",87,1523,266,52,136,533,866,136,58,0,1523,136,533,866,154,173,1069,2301,1068.95691302067
"616",99,1439,270,42,157,527,888,165,50,0,1439,157,527,888,120,158,970,2264,1057.4619001227
"617",74,1360,225,38,172,523,883,109,49,0,1360,172,523,883,122,160,925,2177,1030.72377284078
"618",85,1386,247,37,146,471,843,108,56,0,1386,146,471,843,111,152,956,2145,1005.53673877118
"619",72,1335,197,34,121,487,940,115,54,0,1335,121,487,940,117,142,983,1963,927.278188261722
"620",77,1427,283,36,173,487,971,138,52,0,1427,173,487,971,115,174,935,2301,1076.41146792458
"621",71,1335,225,35,133,449,914,99,46,0,1343,134,452,920,155,178,942,2029,953.083165038614
"622",69,1502,264,36,95,467,878,98,52,0,1511,96,470,883,152,177,1107,2123,980.951192418244
"623",94,1393,251,44,106,478,903,140,90,0,1393,106,478,903,124,169,992,2050,947.209370308021
"624",87,1464,226,39,139,610,896,134,74,0,1464,139,610,896,116,151,1060,2185,1031.52023446899
"625",86,1434,269,36,110,622,784,160,57,0,1434,110,622,784,129,134,1019,2105,976.850788355376
"626",94,1454,228,44,162,604,834,106,57,0,1454,162,604,834,112,153,1020,2256,1066.49759209509
"627",96,1624,251,56,173,713,814,110,39,0,1518,248,536.5,1167,113,130,1144,2506,1180.99301537859
"628",77,1594,284,42,164,648,863,124,44,0,1793,185,729,971,122,147,1104,2454,1151.43308951319
"629",85,1586,284,33,195,701,927,105,41,0,1586,195,701,927,109,145,1074,2521,1194.23085579228
"630",80,1516,291,38,198,551,916,127,46,0,1516,198,551,916,140,161,989,2477,1164.38389923775
"631",75,1573,300,37,163,502,815,111,50,0,1583,164,505,820,137,149,1073,2436,1138.3556231003
"632",95,1615,325,33,216,591,960,119,42,53,1615,216,591,960,133,190,1041,2654,1248.39259214254
"633",83,1463,300,29,214,520,998,123,59,52,1463,214,520,998,118,149,920,2463,1159.73377852449
"634",81,1475,289,29,217,555,952,75,31,49,1475,217,555,952,97,157,940,2473,1169.05772153043
"635",86,1445,303,19,220,519,916,77,29,58,1445,220,519,916,93,154,903,2446,1156.52998451718
"636",90,1586,291,20,236,502,1056,93,48,58,1586,236,502,1056,90,145,1039,2625,1252.27067282255
"637",111,1610,192,95,10,207,413,101,49,0,1518,20,419,836,652,83,1313,2022,886.36118430549
"638",101,1589,202,122,56,230,431,101,49,0,1518,93,380,712,595,149,1209,2203,978.068225161099
"639",101,1541,162,143,54,229,600,101,49,0,1518,80,340,892,612,149,1182,2151,951.959338665014
"640",91,1513,156,111,38,221,608,101,49,0,1518,55,320,879,603,149,1208,2005,891.814967837946
"641",76,1438,170,112,53,439,743,217,49,0,1688,62,515,872,681,149,1103,1991,890.906554803286
"642",97,1542,215,122,44,458,439,632,49,0,1850,53,550,527,581,149,1161,2133,941.782923356027
"643",97,1404,160,99,39,417,671,567,49,0,1697,47,504,811,551,149,1106,1879,840.273442760093
"644",89,1523,230,112,61,527,596,538,49,0,1775,71,614,695,513,149,1120,2160,962.00195111068
"645",95,1478,184,147,33,531,463,383,49,0,1814,41,652,568,468,149,1114,2055,897.754014271092
"646",66,1369,175,106,47,490,519,289,49,0,1619,56,579,614,484,149,1041,1897,846.357974364056
"647",89,1391,167,81,48,543,512,292,49,0,1502,52,586,553,434,149,1095,1864,844.910738048553
"648",82,1512,204,82,37,673,324,301,49,0,1914,47,536.5,410,406,149,1189,1991,895.526604639197
"649",69,1712,279,83,76,633,314,268,49,0,1518,95,789,391,523,149,1274,2385,1079.11822613156
"650",82,1738,293,131,45,516,310,406,49,0,1518,56,643,386,470,149,1269,2428,1062.79762336201
"651",93,1609,269,85,27,466,268,238,49,0,1975,33,572,329,335,149,1228,2129,938.571149633247
"652",98,1543,221,108,20,485,320,176,49,0,1645,21,517,341,346,149,1194,2040,894.461437676517
"653",90,1554,210,113,14,524,319,246,49,0,1678,15,566,345,366,149,1217,2032,889.289813428305
"654",72,1556,207,97,38,388,476,213,49,0,1813,44,452,555,397,140,1214,2071,921.591474083315
"655",86,1630,266,107,33,470,750,168,49,0,1900,38,548,813.5,364,98,1224,2209,970.166519941421
"656",93,1410,200,97,22,422,750,190,49,0,1493,23,447,813.5,319,86,1091,1870,822.243902439024
"657",84,1483,169,107,29,460,750,192,49,0,1570,31,487,813.5,328,129,1178,1953,867.275609109735
"658",69,1285,150,76,17,424,750,182,49,0,1379,18,455,813.5,279,104,1042,1638,728.835507891306
"659",70,1298,133,95,16,394,750,167,49,0,1374,17,417,813.5,240,125,1054,1669,738.42052731263
"660",77,1166,136,81,15,391,750,206,49,0,1227,16,411,813.5,268,76,934,1509,667.406093817408
"661",79,1395,158,83,24,556,542,326,49,0,1467,25,585,570,306,108,1130,1791,802.294987830849
"662",79,1387,194,94,22,507,521,263,49,0,1469,23,537,552,262,108,1077,1835,809.741686784518
"663",68,1418,180,102,29,485,613,239,49,0,1501,31,514,649,266,110,1107,1889,837.162279741328
"664",63,1239,149,67,17,464,660,236,49,0,1303,18,488,694,330,119,1006,1573,702.664460707983
"665",75,1392,204,88,16,379,539,164,149,0,1464,17,399,567,236,156,1084,1820,798.233356431699
"666",64,1415,198,93,15,383,607,166,49,0,1498,16,406,643,241,133,1109,1844,808.445406507523
"667",82,1457,206,105,27,328,502,161,49,0,1533,28,345,528,260,126,1119,1954,857.621603949622
"668",86,1500,209,106,19,385,383,162,49,0,1898,24,487,485,243,161,1166,1978,866.041401057619
"669",111,1393,156,96,23,469,426,165,49,0,1612,27,543,493,176,113,1118,1810,804.450117585807
"670",87,1516,179,80,19,404,389,167,136,0,1605,20,428,412,212,132,1238,1912,850.944748302851
"671",74,1505,234,100,21,397,326,124,127,0,1594,22,420,345,204,147,1150,2002,875.745499226306
"672",90,1642,238,104,47,459,401,137,143,0,1727,49,483,422,216,155,1253,2229,991.762969862883
"673",96,1584,249,100,47,462,386,101,110,0,1666,49,486,406,212,151,1188,2174,964.794276865626
"674",88,1630,250,118,38,370,354,109,104,0,1726,40,392,375,230,150,1224,2230,978.723236012888
"675",85,1578,234,95,47,433,346,114,113,0,1671,50,458,366,215,170,1202,2143,955.016353506964
"676",79,1524,235,82,31,426,352,66,49,0,1614,33,451,373,175,169,1176,2016,893.977667425999
"677",83,1544,244,71,34,411,352,88,49,0,1646,36,438,375,173,207,1195,2032,905.083092226528
"678",69,1555,271,83,36,433,365,141,49,0,1636,38,455,384,170,156,1165,2100,927.856259458202
"679",62,1552,279,70,78,468,514,50,49,0,1633,82,492,541,169,173,1125,2205,995.905589667071
"680",61,1514,254,74,22,424,487,25,49,0,1593,23,446,512,174,204,1164,1982,873.702428447929
"681",63,1503,279,72,49,459,459,37,49,0,1581,52,483,483,187,136,1103,2073,922.789192658067
"682",62,1350,222,39,36,372,377,32,49,0,1439,38,396,402,189,148,1053,1758,792.77072347606
"683",56,1532,244,70,59,336,571,36,49,0,1644,63,360,613,194,146,1159,2093,942.201329539913
"684",72,1486,258,72,77,415,579,76,49,0,1573,82,439,613,216,147,1079,2119,957.156654768535
"685",78,1553,236,77,86,431,614,72,49,0,1634,90,453,646,201,158,1154,2201,1002.56389168752
"686",59,1398,226,62,77,460,616,56,49,0,1471,81,484,648,219,146,1033,1979,902.759800149677
"687",89,1615,271,62,119,395,559,21,49,0,1744,129,427,604,183,144,1163,2367,1089.51420242126
"688",102,1571,283,63,103,526,566,48,49,0,1653,108,553,595,167,179,1122,2289,1046.30193504806
"689",106,1511,280,40,94,480,533,76,49,0,1600,100,508,564,124,167,1097,2153,989.555728315298
"690",93,1355,224,35,67,502,450,72,49,0,1425,70,528,473,158,155,1029,1850,851.583402718576
"691",81,1296,211,42,70,515,585,45,49,0,1381,75,549,623,187,168,973,1801,828.902028200253
"692",94,1410,241,33,54,445,411,54,49,0,1483,57,468,432,145,161,1082,1879,857.072953968059
"693",64,1385,232,27,59,412,560,75,49,0,1457,62,433,589,154,145,1067,1848,847.97216211547
"694",70,1328,217,35,68,519,635,86,49,0,1397,72,546,668,160,202,1008,1819,838.914660549497
"695",77,1443,255,45,100,567,558,48,49,0,1518,105,596,587,143,141,1043,2088,964.498190522706
"696",68,1340,234,39,110,506,620,44,49,0,1419,116,536,656,162,143,957,1982,922.166141262874
"697",65,1497,278,37,90,451,588,33,49,0,1575,95,474,619,143,158,1092,2119,973.490526367661
"698",70,1446,272,29,105,534,526,39,49,0,1531,111,565,557,148,140,1040,2091,970.426100052645
"699",72,1377,226,35,93,437,607,46,42,0,1449,98,460,639,147,148,1023,1952,906.733024270521
"700",73,1371,223,47,109,505,746,34,44,0,1442,115,531,785,113,153,992,2015,936.888974416319
"701",72,1469,200,36,175,510,737,26,21,0,1545,184,536,775,136,185,1058,2266,1084.62973062646
"702",79,1498,227,29,190,585,691,54,38,0,1576,200,615,727,146,178,1052,2353,1127.13613121592
"703",84,1527,264,35,197,574,791,54,38,0,1606,207,604,832,113,146,1031,2452,1162.47315339267
"704",80,1430,255,42,129,602,805,64,40,0,1504,136,633,847,104,156,1004,2156,1005.57825197861
"705",78,1523,271,36,169,525,803,68,29,0,1602,178,552,845,133,165,1047,2373,1116.87946050673
"706",70,1393,242,42,147,539,903,77,39,0,1465,155,567,950,131,163,962,2160,1012.69576531369
"707",98,1487,260,37,166,445,801,74,35,0,1564,175,468,843,141,130,1024,2319,1090.9162241432
"708",98,1523,252,40,167,498,903,66,39,0,1523,167,498,903,143,144,1064,2356,1110.99898953792
"709",86,1333,225,44,122,474,960,92,58,0,1333,122,474,960,135,127,942,2012,938.265419834541
"710",92,1383,220,38,130,457,974,90,36,0,1383,130,457,974,130,137,995,2069,972.348738605046
"711",89,1544,268,61,183,538,1003,82,40,0,1544,183,538,1003,117,142,1032,2483,1159.35185985953
"712",77,1452,235,33,151,399,888,71,51,0,1470,153,404,899,124,135,1033,2206,1041.42085832506
"713",87,1366,251,54,109,372,969,92,63,0,1366,109,372,969,121,124,952,2052,941.596611750931
"714",102,1498,253,45,191,547,984,115,52,0,1498,191,547,984,151,173,1009,2414,1139.56596012448
"715",79,1306,203,28,138,438,907,59,33,0,1306,138,438,907,103,174,937,1979,938.987884228653
"716",99,1398,232,34,137,639,947,148,55,0,1398,137,639,947,115,162,995,2109,994.998110107774
"717",98,1437,271,35,135,693,940,146,49,0,1437,135,693,940,134,151,996,2183,1020.68973073762
"718",108,1515,278,37,124,691,916,168,36,0,1515,124,691,916,102,173,1076,2239,1043.7026216972
"719",102,1599,271,63,141,681,902,210,57,0,1599,141,681,902,102,157,1124,2419,1123.04201094251
"720",88,1513,269,42,181,600,911,170,64,0,1513,181,600,911,95,154,1021,2409,1134.06769568544
"721",93,1387,272,32,137,640,905,138,58,0,1396,138,644,911,135,121,946,2134,997.053762639737
"722",91,1454,268,31,133,618,908,100,47,0,1463,134,622,914,125,153,1022,2183,1022.4094739181
"723",89,1445,256,45,113,537,852,156,43,0,1445,113,537,852,106,144,1031,2130,987.044914048772
"724",99,1458,285,36,96,563,830,87,56,0,1518,144,536.5,1245,120,149,1041,2103,967.77866833011
"725",61,1375,228,34,82,470,817,131,69,0,1375,82,470,817,128,158,1031,1917,887.348643954833
"726",74,1274,236,35,107,588,1006,154,77,0,1274,107,588,1006,114,121,896,1901,884.481888185564
"727",70,1342,238,30,106,566,978,160,63,0,1342,106,566,978,139,116,968,1958,914.294379057696
"728",90,1394,251,34,115,580,861,160,70,0,1403,116,584,866,122,143,994,2058,959.885822989124
"729",86,1404,237,35,144,586,920,177,53,0,1404,144,586,920,140,160,988,2143,1010.11123990648
"730",84,1478,262,29,192,514,928,169,46,0,1478,192,514,928,128,137,995,2374,1126.04990482982
"731",88,1342,248,25,123,482,928,208,56,0,1350,124,485,934,122,132,946,2009,941.267858430715
"732",75,1362,243,28,128,493,1028,128,71,0,1362,128,493,1028,121,108,963,2045,959.836256166758
"733",91,1466,284,40,125,466,913,166,66,0,1466,125,466,913,102,126,1017,2205,1020.18716202577
"734",90,1418,281,44,99,563,888,125,65,0,1418,99,563,888,96,128,994,2084,955.903526714481
"735",73,1457,261,28,137,485,1025,142,59,0,1457,137,485,1025,120,133,1031,2185,1025.6282932696
"736",94,1623,300,51,176,551,1049,169,72,0,1518,250,783,1491,104,129,1096,2553,1190.88223316504
"737",96,1492,312,39,181,584,1064,214,77,0,1679,204,657,1197,89,158,960,2425,1130.23812858356
"738",81,1398,259,36,191,604,1134,171,63,0,1398,191,604,1134,121,145,912,2302,1086.74881735816
"739",76,1386,269,27,142,518,1113,190,67,0,1386,142,518,1113,106,129,948,2135,1000.16452014956
"740",77,1441,298,28,138,608,1107,95,42,0,1441,138,608,1107,122,142,977,2209,1029.02272500938
"741",95,1527,310,37,208,566,1118,163,54,0,1518,207,563,1111,104,136,972,2535,1188.95167613229
"742",85,1545,302,36,200,559,995,99,38,64,1545,200,559,995,111,156,1007,2519,1183.82372855057
"743",66,1464,304,22,176,468,1172,103,54,65,1464,176,468,1172,138,136,962,2340,1098.39271743679
"744",78,1386,297,21,169,583,1188,116,52,66,1386,169,583,1188,120,169,899,2232,1047.4083043337
"745",69,1349,239,21,182,524,1326,80,34,79,1349,182,524,1326,141,152,907,2176,1037.05099414036
"746",76,1380,287,28,194,599,1335,77,25,81,1380,194,599,1335,113,123,871,2305,1084.19501151983
"747",73,1453,335,15,222,611,1303,72,23,62,1453,222,611,1303,104,133,881,2484,1169.10769287541
"748",80,1419,291,12,217,614,1192,124,33,59,1419,217,614,1192,128,139,899,2385,1134.9870564173
"749",70,1358,170,94,45,693,624,266,49,0,1518,73,536.5,1011,630,149,1049,1851,833.957245979256
"750",64,1562,235,81,14,289,388,149,49,0,1861,17,344,462,392,118,1232,2001,877.497124789792
"751",82,1669,295,81,39,367,424,167,49,0,1988,46,437,505,342,114,1254,2243,991.550968233106
"752",89,1464,267,110,36,300,689,203,49,0,1694,42,347,797,373,115,1051,2059,894.358221405392
"753",92,1438,241,97,29,329,766,191,49,0,1543,31,353,822,274,92,1071,1960,857.085247031161
"754",80,1386,222,76,19,301,750,198,49,0,1458,20,317,813.5,245,88,1069,1817,797.694488335347
"755",94,1605,254,77,13,349,750,215,49,0,1699,14,370,813.5,230,118,1261,2052,900.163153591629
"756",91,1301,194,72,12,357,750,206,49,0,1387,13,380,813.5,281,146,1023,1675,735.931422091697
"757",75,1288,183,86,11,300,750,184,49,0,1364,12,318,813.5,293,116,1008,1676,731.582040666668
"758",85,1589,252,86,21,375,750,221,49,0,1682,22,397,813.5,320,114,1230,2076,912.375038336036
"759",79,1486,232,82,13,431,750,205,49,0,1573,14,456,813.5,303,131,1159,1921,842.525230117388
"760",92,1438,220,79,17,448,594,204,49,0,1533,18,477,633,258,132,1122,1867,822.57687823652
"761",54,1336,188,74,11,476,725,177,166,0,1415,12,504,768,316,126,1063,1705,752.363698753357
"762",61,1290,180,84,21,522,726,147,125,0,1375,22,556,774,290,87,1005,1701,753.099884940016
"763",81,1330,245,69,17,549,636,168,49,0,1399,18,578,669,244,137,999,1764,774.731209337988
"764",93,1288,229,67,14,578,627,221,49,0,1355,15,608,660,255,143,978,1693,744.616076852364
"765",93,1383,225,85,11,626,492,210,49,0,1764,14,799,628,264,105,1062,1811,793.764448478047
"766",98,1478,296,84,28,580,428,132,49,0,1723,33,676,499,234,119,1070,2026,886.420403930849
"767",103,1656,316,100,37,604,399,77,97,0,1742,39,635,420,195,130,1203,2283,1001.23508044377
"768",99,1742,373,95,44,655,396,53,44,0,1832,46,689,417,215,130,1230,2437,1067.37594008822
"769",82,1624,337,77,34,583,348,94,61,0,1708,36,613,366,211,147,1176,2217,973.936333308606
"770",87,1688,319,79,62,670,407,84,82,0,1787,66,709,431,240,151,1228,2351,1051.71899996863
"771",71,1673,324,62,43,521,393,89,59,0,1771,46,552,416,213,138,1244,2250,1001.1241780252
"772",74,1697,300,61,55,547,399,95,81,0,1785,58,575,420,223,154,1281,2284,1027.66224707492
"773",93,1608,350,52,28,479,349,93,45,0,1692,29,504,367,181,161,1178,2146,944.137266706803
"774",70,1558,340,55,28,403,388,67,76,0,1650,30,427,411,214,155,1135,2092,917.854292859923
"775",65,1615,315,64,36,397,448,53,55,0,1699,38,418,471,232,197,1200,2166,957.353024151619
"776",86,1625,313,84,66,483,387,80,91,0,1732,70,515,412,211,173,1162,2304,1025.83472288065
"777",85,1740,377,62,76,515,485,54,49,0,1830,80,542,510,247,164,1225,2469,1104.18996271673
"778",82,1696,338,73,75,584,455,66,63,0,1784,79,614,479,243,150,1210,2405,1078.21423830118
"779",93,1646,330,79,83,603,484,55,58,0,1754,88,643,516,201,137,1154,2383,1068.686937465
"780",80,1466,234,83,54,481,457,39,43,0,1573,58,516,490,168,136,1095,2028,908.376409492255
"781",87,1577,320,80,108,600,580,82,54,0,1659,114,631,610,165,161,1069,2381,1074.43258573721
"782",92,1605,320,95,120,586,645,88,38,0,1711,128,625,687,162,155,1070,2475,1114.10603555482
"783",92,1567,306,83,89,586,604,76,48,0,1648,94,616,635,189,156,1089,2306,1036.04224467372
"784",94,1496,302,64,106,546,628,56,38,0,1574,112,574,661,156,173,1024,2244,1019.27013580269
"785",79,1420,262,88,108,539,636,66,49,0,1494,114,567,669,149,166,962,2182,986.224090596195
"786",79,1414,235,61,53,526,572,73,78,0,1487,56,553,602,171,184,1065,1930,871.644697771865
"787",87,1423,260,48,58,600,552,50,61,0,1507,61,635,584,166,194,1057,1953,885.819164495528
"788",82,1395,241,54,73,564,646,21,35,0,1559,82,630,722,141,166,1027,1963,895.96811947964
"789",72,1352,245,59,83,532,733,60,52,0,1422,87,560,771,155,155,965,1964,894.748562997572
"790",84,1464,246,54,118,528,641,31,26,0,1540,124,555,674,109,187,1046,2172,1006.38735126913
"791",101,1603,253,56,162,675,601,56,46,0,1675,169,705,628,119,191,1132,2454,1152.47751557403
"792",94,1429,204,61,118,632,562,46,42,0,1503,124,665,591,108,202,1046,2109,984.542279885682
"793",97,1491,234,48,173,729,656,42,36,0,1568,182,767,690,136,158,1036,2340,1107.44863015242
"794",98,1416,219,37,147,637,665,55,37,0,1490,155,670,700,141,159,1013,2150,1018.82538263499
"795",97,1500,211,31,168,641,718,35,31,0,1578,177,674,755,133,207,1090,2277,1090.91977969386
"796",117,1439,198,41,164,670,703,32,35,0,1514,173,705,740,135,156,1036,2211,1055.76639939957
"797",98,1394,205,33,156,761,752,29,25,0,1466,164,801,791,114,160,1000,2133,1019.70132774154
"798",93,1321,209,24,161,716,804,42,34,0,1390,169,753,846,136,137,927,2061,987.470305110568
"799",80,1381,211,28,148,626,832,42,50,0,1462,157,663,881,156,163,994,2092,997.321375523549
"800",82,1419,222,33,170,523,867,53,52,0,1502,180,554,918,161,181,994,2217,1054.86975309526
"801",94,1462,227,26,176,455,758,35,38,0,1538,185,479,797,134,145,1033,2269,1083.36688222891
"802",78,1502,259,39,151,495,724,34,11,0,1511,152,498,728,140,143,1053,2292,1075.46179320175
"803",80,1341,202,22,180,502,939,35,16,0,1341,180,502,939,139,168,937,2127,1022.7049667652
"804",79,1314,214,29,169,469,1102,59,36,0,1314,169,469,1102,143,129,902,2093,996.15137232079
"805",79,1386,208,22,164,500,1063,79,51,0,1386,164,500,1063,118,149,992,2130,1020.85947364594
"806",81,1300,156,25,155,450,914,53,41,0,1300,155,450,914,138,132,964,1971,952.754457206302
"807",75,1282,213,35,131,413,984,53,65,0,1282,131,413,984,115,138,903,1958,920.272828659364
"808",87,1274,211,36,75,430,863,116,61,0,1282,75,433,868,127,131,952,1782,822.517516805779
"809",62,1280,174,24,120,538,912,86,37,0,1288,121,541,918,143,154,962,1862,889.666875567677
"810",76,1358,197,23,183,503,909,25,36,0,1358,183,503,909,133,168,955,2150,1035.52939773764
"811",60,1303,200,20,109,467,868,57,37,0,1303,109,467,868,116,159,974,1870,885.312097998547
"812",75,1267,194,19,95,436,791,51,55,0,1316,99,453,821,115,163,959,1784,841.414130145738
"813",71,1429,205,29,158,471,793,60,68,0,1429,158,471,793,138,174,1037,2166,1034.4312563624
"814",77,1395,201,19,131,432,756,79,68,0,1395,131,432,756,143,157,1044,2027,966.778130280355
"815",80,1436,205,25,156,535,680,108,91,0,1463,159,545,693,137,159,1050,2159,1033.89087877795
"816",83,1450,193,39,87,488,643,76,70,0,1477,89,497,655,123,162,1131,1982,926.282510793942
"817",70,1426,227,46,108,497,711,65,64,0,1453,110,506,724,123,145,1045,2069,962.560348505022
"818",82,1397,207,29,139,661,791,144,91,0,1406,140,665,796,127,150,1022,2079,990.594259237006
"819",80,1536,224,41,90,625,633,119,59,0,1555,91,633,641,106,145,1181,2112,984.128920730841
"820",82,1450,236,33,61,539,596,187,58,0,1518,96,536.5,937,137,143,1120,1935,889.098047834243
"821",70,1451,249,31,86,605,691,109,71,0,1451,86,605,691,122,174,1085,2020,937.043826928656
"822",75,1498,222,39,123,600,815,126,77,0,1498,123,600,815,146,163,1114,2167,1020.50119082662
"823",60,1465,254,31,116,492,817,132,72,0,1465,116,492,817,141,161,1064,2129,994.409966502825
"824",84,1620,270,45,157,456,944,141,54,0,1620,157,456,944,156,148,1148,2451,1148.41625350291
"825",61,1476,267,30,187,489,977,140,54,0,1476,187,489,977,152,128,992,2364,1118.13233182221
"826",78,1435,235,28,134,416,866,97,50,0,1435,134,416,866,124,131,1038,2128,1002.96721711624
"827",73,1340,221,26,127,499,934,74,51,0,1340,127,499,934,118,126,966,1994,941.70196738097
"828",77,1465,266,41,110,458,836,107,52,0,1465,110,458,836,117,146,1048,2143,991.047222841968
"829",57,1390,236,26,79,449,888,84,58,0,1390,79,449,888,142,150,1049,1915,886.996239462271
"830",76,1495,227,24,127,448,885,144,67,0,1495,127,448,885,141,176,1117,2151,1017.51179969405
"831",76,1547,264,31,141,488,843,159,55,0,1547,141,488,843,148,174,1111,2296,1078.83946343574
"832",95,1670,344,29,239,548,902,188,69,0,1518,343,786,1293,129,171,1058,2789,1313.91380862844
"833",113,1644,314,26,233,610,862,149,60,0,1850,262,686,970,114,160,1071,2709,1285.40320242073
"834",100,1675,337,23,219,675,849,161,50,0,1685,220,679,854,125,157,1096,2715,1283.5201456992
"835",87,1599,303,22,221,621,961,119,59,0,1609,222,625,967,109,160,1053,2609,1240.14842815563
"836",97,1629,309,32,209,743,1099,147,50,0,1629,209,743,1099,106,153,1079,2629,1243.28658352103
"837",90,1639,310,30,221,685,1057,113,34,51,1639,221,685,1057,72,149,1078,2672,1265.867584019
"838",91,1559,294,37,212,577,1076,79,41,69,1559,212,577,1076,107,137,1016,2563,1208.87141135738
"839",74,1349,255,26,192,542,1000,52,37,56,1349,192,542,1000,113,161,876,2232,1057.78043925744
"840",68,1413,296,26,158,466,1062,86,61,62,1413,158,466,1062,126,178,933,2235,1043.83302652299
"841",80,1565,345,29,184,606,1009,94,55,78,1565,184,606,1009,106,152,1007,2520,1175.08735792925
"842",93,1522,337,30,207,503,1093,62,36,54,1522,207,503,1093,106,156,948,2540,1186.36598264402
"843",78,1576,351,27,196,556,1204,55,23,54,1576,196,556,1204,118,165,1002,2569,1199.27011952779
"844",69,1711,265,117,34,634,430,224,49,0,1518,42,790,536,663,149,1295,2312,1018.58096828047
"845",70,1464,201,112,42,595,715,357,49,0,1719,49,698,839,573,149,1109,2015,894.70245415046
"846",96,1481,192,93,19,659,673,427,49,0,1790,23,797,814,475,149,1177,1916,850.672045955261
"847",72,1316,182,72,24,626,627,331,49,0,1556,28,740,741,448,149,1038,1714,766.927134278298
"848",48,1447,220,95,17,464,573,439,49,0,1789,21,574,709,712,149,1115,1908,835.867601371338
"849",61,1321,157,72,15,387,686,433,49,0,1621,18,475,842,589,149,1077,1667,740.930199440886
"850",54,1317,162,72,26,610,582,187,49,0,1616,32,749,714,497,149,1057,1701,765.269142681274
"851",76,1508,213,103,26,605,541,282,49,0,1758,30,705,631,565,149,1166,2005,886.110027652784
"852",101,1495,213,104,28,600,583,245,49,0,1625,30,652,634,441,149,1150,2000,883.921121106237
"853",92,1450,281,124,41,673,290,319,49,0,1518,52,536.5,367,492,149,1358,2456,1083.86947976105
"854",85,1450,303,113,46,591,378,276,49,0,1518,58,742,475,432,149,1349,2478,1094.54618701142
"855",105,1773,242,83,36,588,450,233,49,0,1518,45,733,561,434,149,1412,2289,1026.36412361524
"856",101,1450,262,91,35,552,400,221,49,0,1518,44,699,506,354,149,1464,2401,1071.03771326235
"857",85,1699,237,109,20,538,425,224,49,0,1518,25,665,526,318,149,1333,2214,974.201409817116
"858",88,1499,176,61,20,593,333,101,49,0,1630,22,645,362,322,149,1242,1857,836.828381848353
"859",21,1402,149,53,13,304,295,134,49,0,1475,14,320,310,408,149,1187,1696,759.114797028368
